[0.334s] Invoking command in '/home/sara/aubo_ws/build/argo': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/sara/ros2_ws/install/rqt_joint_trajectory_controller:/home/sara/ros2_ws/install/rqt_controller_manager:/home/sara/ros2_ws/install/ros2controlcli:/home/sara/ros2_ws/install/ros2_controllers_test_nodes:/home/sara/aubo_ws/install/ros2_controllers_test_nodes:/opt/ros/humble /usr/bin/cmake --build /home/sara/aubo_ws/build/argo -- -j8 -l8
[0.394s] Invoked command in '/home/sara/aubo_ws/build/argo' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/sara/ros2_ws/install/rqt_joint_trajectory_controller:/home/sara/ros2_ws/install/rqt_controller_manager:/home/sara/ros2_ws/install/ros2controlcli:/home/sara/ros2_ws/install/ros2_controllers_test_nodes:/home/sara/aubo_ws/install/ros2_controllers_test_nodes:/opt/ros/humble /usr/bin/cmake --build /home/sara/aubo_ws/build/argo -- -j8 -l8
[0.518s] Invoking command in '/home/sara/aubo_ws/build/argo': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/sara/ros2_ws/install/rqt_joint_trajectory_controller:/home/sara/ros2_ws/install/rqt_controller_manager:/home/sara/ros2_ws/install/ros2controlcli:/home/sara/ros2_ws/install/ros2_controllers_test_nodes:/home/sara/aubo_ws/install/ros2_controllers_test_nodes:/opt/ros/humble /usr/bin/cmake --install /home/sara/aubo_ws/build/argo
[0.531s] -- Install configuration: ""
[0.539s] -- Up-to-date symlink: /home/sara/aubo_ws/install/argo/share/argo/meshes/rear_cam.STL
[0.539s] -- Up-to-date symlink: /home/sara/aubo_ws/install/argo/share/argo/meshes/rover_gp.STL
[0.540s] -- Up-to-date symlink: /home/sara/aubo_ws/install/argo/share/argo/meshes/top.STL
[0.540s] -- Up-to-date symlink: /home/sara/aubo_ws/install/argo/share/argo/config/joint_names_argo.yaml
[0.540s] -- Up-to-date symlink: /home/sara/aubo_ws/install/argo/share/argo/config/joint_names_argo_v2.yaml
[0.541s] -- Up-to-date symlink: /home/sara/aubo_ws/install/argo/share/ament_index/resource_index/package_run_dependencies/argo
[0.541s] -- Up-to-date symlink: /home/sara/aubo_ws/install/argo/share/ament_index/resource_index/parent_prefix_path/argo
[0.541s] -- Up-to-date symlink: /home/sara/aubo_ws/install/argo/share/argo/environment/ament_prefix_path.sh
[0.541s] -- Up-to-date symlink: /home/sara/aubo_ws/install/argo/share/argo/environment/ament_prefix_path.dsv
[0.542s] -- Up-to-date symlink: /home/sara/aubo_ws/install/argo/share/argo/environment/path.sh
[0.542s] -- Up-to-date symlink: /home/sara/aubo_ws/install/argo/share/argo/environment/path.dsv
[0.542s] -- Up-to-date symlink: /home/sara/aubo_ws/install/argo/share/argo/local_setup.bash
[0.543s] -- Up-to-date symlink: /home/sara/aubo_ws/install/argo/share/argo/local_setup.sh
[0.543s] -- Up-to-date symlink: /home/sara/aubo_ws/install/argo/share/argo/local_setup.zsh
[0.544s] -- Up-to-date symlink: /home/sara/aubo_ws/install/argo/share/argo/local_setup.dsv
[0.544s] -- Symlinking: /home/sara/aubo_ws/install/argo/share/argo/package.dsv
[0.555s] -- Up-to-date symlink: /home/sara/aubo_ws/install/argo/share/ament_index/resource_index/packages/argo
[0.555s] -- Up-to-date symlink: /home/sara/aubo_ws/install/argo/share/argo/cmake/argoConfig.cmake
[0.555s] -- Up-to-date symlink: /home/sara/aubo_ws/install/argo/share/argo/cmake/argoConfig-version.cmake
[0.555s] -- Up-to-date symlink: /home/sara/aubo_ws/install/argo/share/argo/package.xml
[0.613s] Invoked command in '/home/sara/aubo_ws/build/argo' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/sara/ros2_ws/install/rqt_joint_trajectory_controller:/home/sara/ros2_ws/install/rqt_controller_manager:/home/sara/ros2_ws/install/ros2controlcli:/home/sara/ros2_ws/install/ros2_controllers_test_nodes:/home/sara/aubo_ws/install/ros2_controllers_test_nodes:/opt/ros/humble /usr/bin/cmake --install /home/sara/aubo_ws/build/argo
